,iso2,year,variable,value
312,AU,1989,new_sp,
313,AU,1990,new_sp,
314,AU,1991,new_sp,
315,AU,1992,new_sp,
316,AU,1993,new_sp,557.0
317,AU,1994,new_sp,
318,AU,1995,new_sp,
319,AU,1996,new_sp,
320,AU,1997,new_sp,226.0
321,AU,1998,new_sp,203.0
322,AU,1999,new_sp,285.0
323,AU,2000,new_sp,251.0
324,AU,2001,new_sp,228.0
325,AU,2002,new_sp,210.0
326,AU,2003,new_sp,113.0
327,AU,2004,new_sp,285.0
328,AU,2005,new_sp,241.0
329,AU,2006,new_sp,269.0
330,AU,2007,new_sp,281.0
331,AU,2008,new_sp,299.0
332,AZ,1980,new_sp,
333,AZ,1981,new_sp,
334,AZ,1982,new_sp,
335,AZ,1983,new_sp,
336,AZ,1984,new_sp,
337,AZ,1985,new_sp,
338,AZ,1986,new_sp,
339,AZ,1987,new_sp,
340,AZ,1988,new_sp,
341,AZ,1989,new_sp,
342,AZ,1990,new_sp,
343,AZ,1991,new_sp,
344,AZ,1992,new_sp,
345,AZ,1993,new_sp,499.0
346,AZ,1994,new_sp,513.0
347,AZ,1995,new_sp,669.0
348,AZ,1996,new_sp,990.0
349,AZ,1997,new_sp,981.0
350,AZ,1998,new_sp,727.0
351,AZ,1999,new_sp,763.0
352,AZ,2000,new_sp,890.0
353,AZ,2001,new_sp,927.0
354,AZ,2002,new_sp,1661.0
355,AZ,2003,new_sp,1161.0
356,AZ,2004,new_sp,1472.0
357,AZ,2005,new_sp,1561.0
358,AZ,2006,new_sp,1454.0
359,AZ,2007,new_sp,1356.0
360,AZ,2008,new_sp,1409.0
361,BA,1980,new_sp,
362,BA,1981,new_sp,
363,BA,1982,new_sp,
364,BA,1983,new_sp,
365,BA,1984,new_sp,
366,BA,1985,new_sp,
367,BA,1986,new_sp,
368,BA,1987,new_sp,
369,BA,1988,new_sp,
370,BA,1989,new_sp,
371,BA,1990,new_sp,
372,BA,1991,new_sp,
373,BA,1992,new_sp,
374,BA,1993,new_sp,
375,BA,1994,new_sp,
376,BA,1995,new_sp,865.0
377,BA,1996,new_sp,927.0
378,BA,1997,new_sp,803.0
379,BA,1998,new_sp,640.0
380,BA,1999,new_sp,786.0
381,BA,2000,new_sp,759.0
382,BA,2001,new_sp,800.0
383,BA,2002,new_sp,526.0
384,BA,2003,new_sp,493.0
385,BA,2004,new_sp,889.0
386,BA,2005,new_sp,640.0
387,BA,2006,new_sp,562.0
388,BA,2007,new_sp,737.0
389,BA,2008,new_sp,509.0
390,BB,1980,new_sp,
391,BB,1981,new_sp,
392,BB,1982,new_sp,
393,BB,1983,new_sp,
394,BB,1984,new_sp,
395,BB,1985,new_sp,
396,BB,1986,new_sp,
397,BB,1987,new_sp,
398,BB,1988,new_sp,
399,BB,1989,new_sp,
400,BB,1990,new_sp,
401,BB,1991,new_sp,
402,BB,1992,new_sp,
403,BB,1995,new_sp,3.0
404,BB,1996,new_sp,3.0
405,BB,1997,new_sp,5.0
406,BB,1998,new_sp,4.0
407,BB,1999,new_sp,2.0
408,BB,2000,new_sp,3.0
409,BB,2001,new_sp,6.0
410,BB,2002,new_sp,5.0
411,BB,2003,new_sp,
412,BB,2004,new_sp,19.0
413,BB,2005,new_sp,
414,BB,2006,new_sp,4.0
415,BB,2007,new_sp,8.0
416,BB,2008,new_sp,1.0
417,BD,1980,new_sp,
418,BD,1981,new_sp,
419,BD,1982,new_sp,
420,BD,1983,new_sp,
421,BD,1984,new_sp,
422,BD,1985,new_sp,
423,BD,1986,new_sp,
424,BD,1987,new_sp,
425,BD,1988,new_sp,
426,BD,1989,new_sp,
427,BD,1990,new_sp,
428,BD,1991,new_sp,
429,BD,1992,new_sp,
430,BD,1993,new_sp,18993.0
431,BD,1994,new_sp,1710.0
432,BD,1995,new_sp,20524.0
433,BD,1996,new_sp,29674.0
434,BD,1997,new_sp,33117.0
435,BD,1998,new_sp,37737.0
436,BD,1999,new_sp,37821.0
437,BD,2000,new_sp,38484.0
438,BD,2001,new_sp,40777.0
439,BD,2002,new_sp,46811.0
440,BD,2003,new_sp,53618.0
441,BD,2004,new_sp,62694.0
442,BD,2005,new_sp,84848.0
443,BD,2006,new_sp,101967.0
444,BD,2007,new_sp,104296.0
445,BD,2008,new_sp,106373.0
446,BE,1980,new_sp,
447,BE,1981,new_sp,
448,BE,1982,new_sp,
449,BE,1983,new_sp,
450,BE,1984,new_sp,
451,BE,1985,new_sp,
452,BE,1986,new_sp,
453,BE,1987,new_sp,
454,BE,1988,new_sp,
455,BE,1989,new_sp,
456,BE,1990,new_sp,
457,BE,1991,new_sp,
458,BE,1992,new_sp,
459,BE,1993,new_sp,484.0
460,BE,1994,new_sp,427.0
461,BE,1995,new_sp,400.0
462,BE,1996,new_sp,364.0
463,BE,1997,new_sp,434.0
464,BE,1998,new_sp,418.0
465,BE,1999,new_sp,403.0
466,BE,2000,new_sp,409.0
467,BE,2001,new_sp,472.0
468,BE,2002,new_sp,419.0
469,BE,2003,new_sp,362.0
470,BE,2004,new_sp,391.0
471,BE,2005,new_sp,380.0
472,BE,2006,new_sp,343.0
473,BE,2007,new_sp,322.0
474,BE,2008,new_sp,311.0
475,BF,1980,new_sp,
476,BF,1981,new_sp,
477,BF,1982,new_sp,
478,BF,1983,new_sp,
479,BF,1984,new_sp,
480,BF,1985,new_sp,
481,BF,1986,new_sp,
482,BF,1987,new_sp,
483,BF,1988,new_sp,
484,BF,1989,new_sp,
485,BF,1990,new_sp,
486,BF,1991,new_sp,
487,BF,1993,new_sp,
488,BF,1994,new_sp,561.0
489,BF,1995,new_sp,1028.0
490,BF,1996,new_sp,1381.0
491,BF,1997,new_sp,1126.0
492,BF,1998,new_sp,1331.0
493,BF,1999,new_sp,1411.0
494,BF,2000,new_sp,1560.0
495,BF,2001,new_sp,1522.0
496,BF,2002,new_sp,1544.0
497,BF,2003,new_sp,1703.0
498,BF,2004,new_sp,1926.0
499,BF,2005,new_sp,2294.0
500,BF,2006,new_sp,2659.0
501,BF,2007,new_sp,2614.0
502,BF,2008,new_sp,2756.0
503,BG,1980,new_sp,
504,BG,1981,new_sp,
505,BG,1982,new_sp,
506,BG,1983,new_sp,
507,BG,1984,new_sp,
508,BG,1985,new_sp,
509,BG,1986,new_sp,
510,BG,1987,new_sp,
511,BG,1988,new_sp,
512,BG,1989,new_sp,
513,BG,1990,new_sp,
514,BG,1991,new_sp,
515,BG,1992,new_sp,
516,BG,1993,new_sp,
517,BG,1994,new_sp,3096.0
518,BG,1995,new_sp,1087.0
519,BG,1996,new_sp,903.0
520,BG,1997,new_sp,1037.0
521,BG,1998,new_sp,1325.0
522,BG,1999,new_sp,1697.0
523,BG,2000,new_sp,2524.0
524,BG,2001,new_sp,897.0
525,BG,2002,new_sp,1007.0
526,BG,2003,new_sp,1254.0
527,BG,2004,new_sp,1315.0
528,BG,2005,new_sp,1214.0
529,BG,2006,new_sp,1307.0
530,BG,2007,new_sp,1080.0
531,BG,2008,new_sp,1020.0
532,BH,1980,new_sp,
533,BH,1981,new_sp,
534,BH,1982,new_sp,
535,BH,1983,new_sp,
536,BH,1984,new_sp,
537,BH,1985,new_sp,
538,BH,1986,new_sp,
539,BH,1987,new_sp,
540,BH,1988,new_sp,
541,BH,1989,new_sp,
542,BH,1990,new_sp,
543,BH,1991,new_sp,
544,BH,1992,new_sp,
545,BH,1993,new_sp,82.0
546,BH,1995,new_sp,17.0
547,BH,1996,new_sp,31.0
548,BH,1997,new_sp,22.0
549,BH,1998,new_sp,25.0
550,BH,1999,new_sp,21.0
551,BH,2000,new_sp,23.0
552,BH,2001,new_sp,23.0
553,BH,2002,new_sp,17.0
554,BH,2003,new_sp,16.0
555,BH,2004,new_sp,69.0
556,BH,2005,new_sp,101.0
557,BH,2006,new_sp,98.0
558,BH,2007,new_sp,109.0
559,BH,2008,new_sp,141.0
560,BI,1980,new_sp,
561,BI,1981,new_sp,
562,BI,1982,new_sp,
563,BI,1983,new_sp,
564,BI,1984,new_sp,
565,BI,1985,new_sp,
566,BI,1986,new_sp,
567,BI,1987,new_sp,
568,BI,1988,new_sp,
569,BI,1989,new_sp,
570,BI,1990,new_sp,
571,BI,1991,new_sp,
572,BI,1992,new_sp,
573,BI,1993,new_sp,1861.0
574,BI,1994,new_sp,1527.0
575,BI,1995,new_sp,1121.0
576,BI,1996,new_sp,1533.0
577,BI,1997,new_sp,2022.0
578,BI,1998,new_sp,2782.0
579,BI,1999,new_sp,2924.0
580,BI,2000,new_sp,
581,BI,2001,new_sp,3040.0
582,BI,2002,new_sp,2791.0
583,BI,2003,new_sp,3087.0
584,BI,2004,new_sp,3277.0
585,BI,2005,new_sp,3262.0
586,BI,2006,new_sp,3119.0
587,BI,2007,new_sp,3595.0
588,BI,2008,new_sp,3610.0
589,BJ,1980,new_sp,
590,BJ,1981,new_sp,
591,BJ,1982,new_sp,
592,BJ,1983,new_sp,
593,BJ,1984,new_sp,
594,BJ,1985,new_sp,
595,BJ,1986,new_sp,
596,BJ,1987,new_sp,
597,BJ,1988,new_sp,
598,BJ,1989,new_sp,
599,BJ,1990,new_sp,
600,BJ,1991,new_sp,
601,BJ,1992,new_sp,
602,BJ,1993,new_sp,1653.0
603,BJ,1994,new_sp,1618.0
604,BJ,1995,new_sp,1839.0
605,BJ,1996,new_sp,1868.0
606,BJ,1997,new_sp,1939.0
607,BJ,1998,new_sp,1988.0
608,BJ,1999,new_sp,2192.0
609,BJ,2000,new_sp,2286.0
610,BJ,2001,new_sp,
611,BJ,2002,new_sp,2415.0
612,BJ,2003,new_sp,2438.0
613,BJ,2004,new_sp,2582.0
614,BJ,2005,new_sp,2739.0
615,BJ,2006,new_sp,2943.0
616,BJ,2007,new_sp,
617,BJ,2008,new_sp,2966.0
618,BM,1980,new_sp,
619,BM,1981,new_sp,
620,BM,1982,new_sp,
621,BM,1983,new_sp,
622,BM,1984,new_sp,
623,BM,1985,new_sp,
624,BM,1986,new_sp,
625,BM,1987,new_sp,
626,BM,1988,new_sp,
627,BM,1989,new_sp,
628,BM,1990,new_sp,
629,BM,1991,new_sp,
630,BM,1992,new_sp,
631,BM,1995,new_sp,2.0
632,BM,1996,new_sp,0.0
633,BM,1997,new_sp,
634,BM,1998,new_sp,0.0
635,BM,1999,new_sp,0.0
636,BM,2000,new_sp,0.0
637,BM,2001,new_sp,0.0
638,BM,2002,new_sp,0.0
639,BM,2003,new_sp,
640,BM,2004,new_sp,0.0
641,BM,2005,new_sp,
642,BM,2006,new_sp,2.0
643,BM,2007,new_sp,
644,BM,2008,new_sp,
645,BN,1980,new_sp,
646,BN,1981,new_sp,
647,BN,1982,new_sp,
648,BN,1983,new_sp,
649,BN,1984,new_sp,
650,BN,1985,new_sp,
651,BN,1986,new_sp,
652,BN,1987,new_sp,
653,BN,1988,new_sp,
654,BN,1989,new_sp,
655,BN,1990,new_sp,
656,BN,1992,new_sp,
657,BN,1993,new_sp,68.0
658,BN,1997,new_sp,0.0
659,BN,1998,new_sp,
660,BN,1999,new_sp,102.0
661,BN,2000,new_sp,84.0
662,BN,2001,new_sp,95.0
663,BN,2002,new_sp,112.0
664,BN,2003,new_sp,121.0
665,BN,2004,new_sp,115.0
666,BN,2005,new_sp,101.0
667,BN,2006,new_sp,128.0
668,BN,2007,new_sp,136.0
669,BN,2008,new_sp,132.0
670,BO,1980,new_sp,
671,BO,1981,new_sp,
672,BO,1982,new_sp,
673,BO,1983,new_sp,
674,BO,1984,new_sp,
675,BO,1985,new_sp,
676,BO,1986,new_sp,
677,BO,1987,new_sp,
678,BO,1988,new_sp,
679,BO,1989,new_sp,
680,BO,1990,new_sp,
681,BO,1991,new_sp,
682,BO,1992,new_sp,
683,BO,1993,new_sp,6833.0
684,BO,1994,new_sp,6905.0
685,BO,1995,new_sp,7010.0
686,BO,1996,new_sp,6949.0
687,BO,1997,new_sp,6458.0
688,BO,1998,new_sp,6750.0
689,BO,1999,new_sp,6673.0
690,BO,2000,new_sp,6458.0
691,BO,2001,new_sp,6672.0
692,BO,2002,new_sp,6829.0
693,BO,2003,new_sp,6344.0
694,BO,2004,new_sp,6213.0
695,BO,2005,new_sp,6278.0
696,BO,2006,new_sp,5788.0
697,BO,2007,new_sp,5686.0
698,BO,2008,new_sp,6048.0
699,BR,1980,new_sp,
700,BR,1981,new_sp,
701,BR,1982,new_sp,
702,BR,1983,new_sp,
703,BR,1984,new_sp,
704,BR,1985,new_sp,
705,BR,1986,new_sp,
706,BR,1987,new_sp,
707,BR,1988,new_sp,
708,BR,1989,new_sp,
709,BR,1990,new_sp,
710,BR,1991,new_sp,
711,BR,1992,new_sp,
712,BR,1994,new_sp,39167.0
713,BR,1995,new_sp,45650.0
714,BR,1996,new_sp,44503.0
715,BR,1997,new_sp,43490.0
716,BR,1998,new_sp,43554.0
717,BR,1999,new_sp,41619.0
718,BR,2000,new_sp,41186.0
719,BR,2001,new_sp,38478.0
720,BR,2002,new_sp,41371.0
721,BR,2003,new_sp,39938.0
722,BR,2004,new_sp,42881.0
723,BR,2005,new_sp,42093.0
724,BR,2006,new_sp,41117.0
725,BR,2007,new_sp,38444.0
726,BR,2008,new_sp,37697.0
727,BS,1980,new_sp,
728,BS,1981,new_sp,
729,BS,1982,new_sp,
730,BS,1983,new_sp,
731,BS,1984,new_sp,
732,BS,1985,new_sp,
733,BS,1986,new_sp,
734,BS,1987,new_sp,
735,BS,1988,new_sp,
736,BS,1989,new_sp,
737,BS,1990,new_sp,
738,BS,1991,new_sp,
739,BS,1992,new_sp,
740,BS,1993,new_sp,41.0
741,BS,1994,new_sp,41.0
742,BS,1995,new_sp,38.0
743,BS,1996,new_sp,25.0
744,BS,1997,new_sp,57.0
745,BS,1998,new_sp,30.0
746,BS,1999,new_sp,37.0
747,BS,2000,new_sp,56.0
748,BS,2001,new_sp,
749,BS,2002,new_sp,32.0
750,BS,2003,new_sp,29.0
751,BS,2004,new_sp,37.0
752,BS,2006,new_sp,
753,BS,2007,new_sp,32.0
754,BS,2008,new_sp,31.0
755,BT,1980,new_sp,
756,BT,1981,new_sp,
757,BT,1982,new_sp,
758,BT,1983,new_sp,
759,BT,1984,new_sp,
760,BT,1985,new_sp,
761,BT,1986,new_sp,
762,BT,1987,new_sp,
763,BT,1988,new_sp,
764,BT,1989,new_sp,
765,BT,1990,new_sp,
766,BT,1991,new_sp,
767,BT,1992,new_sp,
768,BT,1993,new_sp,
769,BT,1994,new_sp,352.0
770,BT,1995,new_sp,367.0
771,BT,1996,new_sp,308.0
772,BT,1997,new_sp,284.0
773,BT,1998,new_sp,270.0
774,BT,1999,new_sp,315.0
775,BT,2000,new_sp,347.0
776,BT,2001,new_sp,359.0
777,BT,2002,new_sp,364.0
778,BT,2003,new_sp,360.0
779,BT,2004,new_sp,356.0
780,BT,2005,new_sp,308.0
781,BT,2006,new_sp,312.0
782,BT,2007,new_sp,328.0
783,BT,2008,new_sp,351.0
784,BW,1980,new_sp,
785,BW,1981,new_sp,
786,BW,1982,new_sp,
787,BW,1983,new_sp,
788,BW,1984,new_sp,
789,BW,1985,new_sp,
790,BW,1986,new_sp,
791,BW,1987,new_sp,
792,BW,1988,new_sp,
793,BW,1989,new_sp,
794,BW,1990,new_sp,
795,BW,1991,new_sp,
796,BW,1992,new_sp,
797,BW,1993,new_sp,1508.0
798,BW,1994,new_sp,1668.0
799,BW,1995,new_sp,1903.0
800,BW,1996,new_sp,2530.0
801,BW,1997,new_sp,2824.0
802,BW,1998,new_sp,3112.0
803,BW,1999,new_sp,2746.0
804,BW,2000,new_sp,3091.0
805,BW,2001,new_sp,3057.0
806,BW,2002,new_sp,3334.0
807,BW,2003,new_sp,3050.0
808,BW,2004,new_sp,3127.0
809,BW,2005,new_sp,3170.0
810,BW,2006,new_sp,3252.0
811,BW,2007,new_sp,3002.0
812,BW,2008,new_sp,3351.0
813,BY,1980,new_sp,
814,BY,1981,new_sp,
815,BY,1982,new_sp,
816,BY,1983,new_sp,
817,BY,1984,new_sp,
818,BY,1985,new_sp,
819,BY,1986,new_sp,
820,BY,1987,new_sp,
821,BY,1988,new_sp,
822,BY,1989,new_sp,
823,BY,1990,new_sp,
824,BY,1991,new_sp,
825,BY,1992,new_sp,
826,BY,1993,new_sp,1493.0
827,BY,1994,new_sp,1775.0
828,BY,1995,new_sp,1845.0
829,BY,1996,new_sp,2117.0
830,BY,1997,new_sp,2273.0
831,BY,1998,new_sp,5047.0
832,BY,1999,new_sp,2769.0
833,BY,2000,new_sp,2547.0
834,BY,2001,new_sp,2341.0
835,BY,2002,new_sp,
836,BY,2003,new_sp,1018.0
837,BY,2004,new_sp,1109.0
838,BY,2005,new_sp,1235.0
839,BY,2006,new_sp,1072.0
840,BY,2007,new_sp,1051.0
841,BY,2008,new_sp,1060.0
842,BZ,1980,new_sp,
843,BZ,1981,new_sp,
844,BZ,1982,new_sp,
845,BZ,1983,new_sp,
846,BZ,1984,new_sp,
847,BZ,1985,new_sp,
848,BZ,1986,new_sp,
849,BZ,1987,new_sp,
850,BZ,1988,new_sp,
851,BZ,1989,new_sp,
852,BZ,1990,new_sp,
853,BZ,1991,new_sp,
854,BZ,1992,new_sp,
855,BZ,1993,new_sp,50.0
856,BZ,1994,new_sp,36.0
857,BZ,1995,new_sp,36.0
858,BZ,1996,new_sp,46.0
859,BZ,1997,new_sp,32.0
860,BZ,1998,new_sp,52.0
861,BZ,1999,new_sp,48.0
862,BZ,2000,new_sp,44.0
863,BZ,2001,new_sp,53.0
864,BZ,2002,new_sp,71.0
865,BZ,2003,new_sp,62.0
866,BZ,2004,new_sp,34.0
867,BZ,2005,new_sp,59.0
868,BZ,2006,new_sp,60.0
869,BZ,2007,new_sp,54.0
870,BZ,2008,new_sp,83.0
871,CA,1980,new_sp,951.0
872,CA,1981,new_sp,803.0
873,CA,1982,new_sp,812.0
874,CA,1983,new_sp,771.0
875,CA,1984,new_sp,811.0
876,CA,1985,new_sp,791.0
877,CA,1986,new_sp,752.0
878,CA,1987,new_sp,668.0
879,CA,1988,new_sp,682.0
880,CA,1989,new_sp,652.0
